# BEARINGS

## FROM EA1/AT-186 - Los Gayos de la Cuerva (844 msnm) [4 pts] grid: IN63uk
SUMMIT REF	FORWARD	BACK	FREQUENCY	DISTANCE & ACTIVATOR(S)
EA4/GU-050	180.0	0.0	144.740 MHz	0.0 km  EA4AWF
EA4/GU-062	107.79	-71.71	144.720 MHz	67.57 km  EA4WT
EA4/MD-002	-118.65	60.78	145.525,144.525 MHz	83.96 km  EA4NB
EA4/MD-025	-130.06	49.66	145.225 MHz	46.29 km  EA4IIJ EA4GGU
EA4/MD-052	-122.15	57.22	144.520 MHz	95.58 km  EA4HNZ
EA4/MD-054	-120.5	59.09	144.560 MHz	60.66 km  EA4GUO
EA5/AT-010	142.75	-35.63	144.640 MHz	362.99 km  EA5ITW
EA5/AT-017	136.26	-41.81	144.620 MHz	378.32 km  EA5JTS
EA5/AT-020	136.37	-41.76	144.660 MHz	366.83 km  EA5JYX
EA5/MU-021	156.76	-22.2	144.780 MHz	364.67 km  EA5PY
EA6/MA-077	102.68	-73.3	145.225,144.225 MHz	540.83 km  EA6EE EA6APL EA6LU
EA7/GR-002	-176.58	3.22	145.250,144.250 MHz	456.96 km  EA7KUG EA7KNC EA7GV
EA7/JA-010	-170.85	8.69	145.350,144.350 MHz	397.26 km  EA7OM EA7JV
EA7/MA-013	-164.14	14.93	145.475 MHz	483.96 km  EC7ZT

## FROM EA4/GU-062 - Cerro del Otero (1320 msnm) [4 pts] grid: IN80ux
SUMMIT REF	FORWARD	BACK	FREQUENCY	DISTANCE & ACTIVATOR(S)
EA1/AT-186	-49.53	127.75	144.575 MHz	429.45 km  EA1FNT
EA1/BU-002	-28.75	150.63	145.475 MHz	161.64 km  EB2FDT
EA1/BU-004	-28.01	151.48	145.425 MHz	133.94 km  EB1ESK
EA1/BU-007	-31.93	147.39	145.325 MHz	158.82 km  EA1FWZ
EA1/BU-096	-7.21	172.59	144.620 MHz	200.67 km  EA2CON
EA1/CT-036	-39.14	139.25	144.560 MHz	310.07 km  EA2FHK
EA1/LR-004	-22.46	157.09	Cumbre en duda MHz	148.58 km  EA4IS
EA1/OU-001	-67.98	109.03	145.225,144.225 MHz	400.56 km  EA1FTW
EA1/PO-022	-70.49	105.25	145.350 MHz	557.63 km  EA1FMJ
EA1/SG-001	-95.2	83.71	145.300 MHz	140.6 km  EA4DON EA4DOS
EA1/SG-003	-89.34	89.65	144.540 MHz	130.58 km  EA4IPO
EA1/SG-005	-97.85	81.01	145.275,144.275 MHz	148.0 km  EA9ADD
EA1/SG-010	-96.91	81.88	145.325,144 MHz	157.38 km  EA4HCF EA4HOH EA1FMQ
EA1/SG-017	-100.85	77.93	144.660 MHz	160.5 km  EA4HFO EA4GVU
EA1/SO-003	21.84	-157.87	145.500 MHz	97.36 km  EA2ETB
EA1/SO-026	-45.37	134.51	144.640 MHz	22.39 km  EA7RX
EA1/ZA-002	-67.55	109.65	145.250,144.250 MHz	376.21 km  EA1AER EA1FLU EA1FWI
EA2/BI-009	-5.49	174.31	144.700 MHz	251.2 km  EA2DCA
EA2/HU-093	53.57	-124.61	144.760 MHz	278.69 km  EA4BQG
EA2/NV-003	25.14	-153.99	145.400 MHz	247.57 km  EA2EUS
EA2/NV-032	7.02	-172.76	144.680 MHz	221.16 km  EA2BD
EA2/NV-035	16.4	-163.01	144.720 MHz	252.15 km  EA2FDI
EA2/NV-148	9.39	-170.36	144.575 MHz	188.66 km  EA2CCG
EA2/VI-016	-5.89	173.91	144.580 MHz	234.52 km  EA2DXY
EA2/ZG-001	22.8	-156.9	145.450 MHz	97.74 km  EA2FED EA2FEG
EA3/BC-006	67.72	-109.57	145.350,144.350 MHz	363.83 km  EA3GRW
EA3/GI-014	67.42	-109.59	144.780 MHz	402.33 km  EA3O
EA3/LL-041	65.88	-111.58	144.775 MHz	345.33 km  EA3JHJ
EA3/LL-050	64.2	-113.77	144.700 MHz	281.56 km  EA3HIG
EA3/LL-051	65.67	-112.19	145.250 MHz	293.88 km  EA3IXK
EA3/TA-012	94.09	-84.18	144.680 MHz	223.24 km  EA3HQR EA3IQK
EA4/GU-002	-78.39	100.83	145.550,144.550 MHz	101.0 km  EA4HGT
EA4/GU-014	-73.62	105.66	145.400 MHz	96.16 km  EA4HIH
EA4/GU-050	-71.71	107.79	144.740 MHz	67.57 km  EA4AWF
EA4/GU-062	180.0	0.0	144.720 MHz	0.0 km  EA4WT
EA4/MD-002	-97.59	81.34	145.525,144.525 MHz	139.41 km  EA4NB
EA4/MD-025	-94.74	84.49	145.225 MHz	100.19 km  EA4IIJ EA4GGU
EA4/MD-052	-101.25	77.62	144.520 MHz	148.38 km  EA4HNZ
EA4/MD-054	-94.47	84.62	144.560 MHz	117.05 km  EA4GUO
EA5/AT-010	150.43	-28.45	144.640 MHz	310.04 km  EA5ITW
EA5/AT-017	142.52	-36.04	144.620 MHz	320.54 km  EA5JTS
EA5/AT-020	142.87	-35.76	144.660 MHz	309.19 km  EA5JYX
EA5/MU-021	166.29	-13.15	144.780 MHz	324.34 km  EA5PY
EA6/MA-077	102.46	-74.03	145.225,144.225 MHz	473.56 km  EA6EE EA6APL EA6LU
EA7/GR-002	-167.64	11.69	145.250,144.250 MHz	445.02 km  EA7KUG EA7KNC EA7GV
EA7/JA-010	-160.57	18.49	145.350,144.350 MHz	392.82 km  EA7OM EA7JV
EA7/MA-013	-155.67	22.92	145.475 MHz	486.4 km  EC7ZT

## FROM EA4/MD-002 - Cabezas de Hierro (2380 msnm) [10 pts] grid: IN80at
SUMMIT REF	FORWARD	BACK	FREQUENCY	DISTANCE & ACTIVATOR(S)
EA1/AT-186	-33.49	144.9	144.575 MHz	351.86 km  EA1FNT
EA1/BU-002	19.6	-159.94	145.475 MHz	171.14 km  EB2FDT
EA1/BU-004	27.77	-151.65	145.425 MHz	156.01 km  EB1ESK
EA1/BU-007	18.4	-161.19	145.325 MHz	162.48 km  EA1FWZ
EA1/BU-096	26.37	-152.74	144.620 MHz	245.08 km  EA2CON
EA1/CT-036	-13.62	165.87	144.560 MHz	265.2 km  EA2FHK
EA1/LR-004	26.53	-152.84	Cumbre en duda MHz	175.71 km  EA4IS
EA1/OU-001	-55.21	122.89	145.225,144.225 MHz	287.72 km  EA1FTW
EA1/PO-022	-63.25	113.59	145.350 MHz	438.14 km  EA1FMJ
EA1/SG-001	-19.04	160.95	145.300 MHz	5.95 km  EA4DON EA4DOS
EA1/SG-003	19.86	-160.08	144.540 MHz	21.33 km  EA4IPO
EA1/SG-005	-103.22	76.72	145.275,144.275 MHz	8.62 km  EA9ADD
EA1/SG-010	-92.75	87.11	145.325,144 MHz	18.06 km  EA4HCF EA4HOH EA1FMQ
EA1/SG-017	-122.36	57.5	144.660 MHz	22.75 km  EA4HFO EA4GVU
EA1/SO-003	56.97	-121.66	145.500 MHz	205.55 km  EA2ETB
EA1/SO-026	73.32	-105.73	144.640 MHz	126.93 km  EA7RX
EA1/ZA-002	-53.36	124.93	145.250,144.250 MHz	264.87 km  EA1AER EA1FLU EA1FWI
EA2/BI-009	21.95	-157.15	144.700 MHz	291.7 km  EA2DCA
EA2/HU-093	62.02	-115.08	144.760 MHz	406.41 km  EA4BQG
EA2/NV-003	44.02	-134.03	145.400 MHz	343.57 km  EA2EUS
EA2/NV-032	33.7	-144.99	144.680 MHz	289.64 km  EA2BD
EA2/NV-035	37.73	-140.59	144.720 MHz	334.05 km  EA2FDI
EA2/NV-148	38.48	-140.18	144.575 MHz	265.3 km  EA2CCG
EA2/VI-016	23.3	-155.8	144.580 MHz	276.34 km  EA2DXY
EA2/ZG-001	57.28	-121.34	145.450 MHz	206.82 km  EA2FED EA2FEG
EA3/BC-006	70.7	-105.52	145.350,144.350 MHz	499.93 km  EA3GRW
EA3/GI-014	70.18	-105.74	144.780 MHz	538.2 km  EA3O
EA3/LL-041	69.54	-106.85	144.775 MHz	480.62 km  EA3JHJ
EA3/LL-050	69.13	-107.76	144.700 MHz	416.27 km  EA3HIG
EA3/LL-051	69.96	-106.81	145.250 MHz	429.26 km  EA3IXK
EA3/TA-012	88.54	-88.67	144.680 MHz	360.86 km  EA3HQR EA3IQK
EA4/GU-002	44.31	-135.39	145.550,144.550 MHz	55.14 km  EA4HGT
EA4/GU-014	44.18	-135.47	145.400 MHz	64.68 km  EA4HIH
EA4/GU-050	60.78	-118.65	144.740 MHz	83.96 km  EA4AWF
EA4/GU-062	81.34	-97.59	144.720 MHz	139.41 km  EA4WT
EA4/MD-002	180.0	0.0	145.525,144.525 MHz	0.0 km  EA4NB
EA4/MD-025	74.13	-105.58	145.225 MHz	39.66 km  EA4IIJ EA4GGU
EA4/MD-052	-146.23	33.71	144.520 MHz	12.85 km  EA4HNZ
EA4/MD-054	65.58	-114.25	144.560 MHz	23.42 km  EA4GUO
EA5/AT-010	129.73	-48.1	144.640 MHz	384.59 km  EA5ITW
EA5/AT-017	124.25	-53.27	144.620 MHz	408.3 km  EA5JTS
EA5/AT-020	124.02	-53.56	144.660 MHz	396.9 km  EA5JYX
EA5/MU-021	143.01	-35.39	144.780 MHz	366.41 km  EA5PY
EA6/MA-077	96.87	-78.56	145.225,144.225 MHz	606.41 km  EA6EE EA6APL EA6LU
EA7/GR-002	173.07	-6.57	145.250,144.250 MHz	418.47 km  EA7KUG EA7KNC EA7GV
EA7/JA-010	177.73	-2.17	145.350,144.350 MHz	352.1 km  EA7OM EA7JV
EA7/MA-013	-172.71	6.9	145.475 MHz	429.29 km  EC7ZT

## FROM EA4/MD-025 - Cancho de la Cabeza (1263 msnm) [4 pts] grid: IN80gv
SUMMIT REF	FORWARD	BACK	FREQUENCY	DISTANCE & ACTIVATOR(S)
EA1/AT-186	-39.12	138.97	144.575 MHz	365.82 km  EA1FNT
EA1/BU-002	7.6	-172.24	145.475 MHz	151.6 km  EB2FDT
EA1/BU-004	15.49	-164.22	145.425 MHz	131.8 km  EB1ESK
EA1/BU-007	5.53	-174.35	145.325 MHz	143.93 km  EA1FWZ
EA1/BU-096	19.02	-160.4	144.620 MHz	220.38 km  EA2CON
EA1/CT-036	-21.86	157.32	144.560 MHz	266.59 km  EA2FHK
EA1/LR-004	15.7	-163.97	Cumbre en duda MHz	151.82 km  EA4IS
EA1/OU-001	-60.51	117.29	145.225,144.225 MHz	314.35 km  EA1FTW
EA1/PO-022	-66.24	110.3	145.350 MHz	468.09 km  EA1FMJ
EA1/SG-001	-97.13	82.55	145.300 MHz	40.43 km  EA4DON EA4DOS
EA1/SG-003	-73.11	106.65	144.540 MHz	32.25 km  EA4IPO
EA1/SG-005	-105.1	74.53	145.275,144.275 MHz	48.27 km  EA9ADD
EA1/SG-010	-101.48	78.08	145.325,144 MHz	57.39 km  EA4HCF EA4HOH EA1FMQ
EA1/SG-017	-111.57	67.98	144.660 MHz	61.81 km  EA4HFO EA4GVU
EA1/SO-003	53.28	-125.65	145.500 MHz	168.06 km  EA2ETB
EA1/SO-026	73.26	-106.09	144.640 MHz	87.28 km  EA7RX
EA1/ZA-002	-59.28	118.72	145.250,144.250 MHz	290.71 km  EA1AER EA1FLU EA1FWI
EA2/BI-009	15.57	-163.84	144.700 MHz	269.21 km  EA2DCA
EA2/HU-093	61.02	-116.38	144.760 MHz	367.73 km  EA4BQG
EA2/NV-003	40.64	-137.71	145.400 MHz	309.9 km  EA2EUS
EA2/NV-032	28.33	-150.65	144.680 MHz	260.72 km  EA2BD
EA2/NV-035	33.57	-145.05	144.720 MHz	303.04 km  EA2FDI
EA2/NV-148	33.12	-145.84	144.575 MHz	234.22 km  EA2CCG
EA2/VI-016	16.63	-162.78	144.580 MHz	253.16 km  EA2DXY
EA2/ZG-001	53.68	-125.23	145.450 MHz	169.25 km  EA2FED EA2FEG
EA3/BC-006	70.7	-105.81	145.350,144.350 MHz	460.35 km  EA3GRW
EA3/GI-014	70.17	-106.05	144.780 MHz	498.64 km  EA3O
EA3/LL-041	69.42	-107.26	144.775 MHz	441.1 km  EA3JHJ
EA3/LL-050	68.9	-108.28	144.700 MHz	376.78 km  EA3HIG
EA3/LL-051	69.84	-107.24	145.250 MHz	389.72 km  EA3IXK
EA3/TA-012	90.58	-86.92	144.680 MHz	322.6 km  EA3HQR EA3IQK
EA4/GU-002	1.04	-178.95	145.550,144.550 MHz	28.61 km  EA4HGT
EA4/GU-014	11.33	-168.62	145.400 MHz	36.2 km  EA4HIH
EA4/GU-050	49.66	-130.06	144.740 MHz	46.29 km  EA4AWF
EA4/GU-062	84.49	-94.74	144.720 MHz	100.19 km  EA4WT
EA4/MD-002	-105.58	74.13	145.525,144.525 MHz	39.66 km  EA4NB
EA4/MD-025	180.0	0.0	145.225 MHz	0.0 km  EA4IIJ EA4GGU
EA4/MD-052	-115.13	64.52	144.520 MHz	50.14 km  EA4HNZ
EA4/MD-054	-93.67	86.2	144.560 MHz	16.87 km  EA4GUO
EA5/AT-010	135.18	-42.94	144.640 MHz	363.66 km  EA5ITW
EA5/AT-017	129.08	-48.72	144.620 MHz	384.08 km  EA5JTS
EA5/AT-020	128.98	-48.89	144.660 MHz	372.59 km  EA5JYX
EA5/MU-021	149.3	-29.39	144.780 MHz	354.06 km  EA5PY
EA6/MA-077	98.71	-77.01	145.225,144.225 MHz	570.04 km  EA6EE EA6APL EA6LU
EA7/GR-002	178.63	-1.3	145.250,144.250 MHz	426.44 km  EA7KUG EA7KNC EA7GV
EA7/JA-010	-175.89	3.92	145.350,144.350 MHz	363.47 km  EA7OM EA7JV
EA7/MA-013	-167.74	11.59	145.475 MHz	446.38 km  EC7ZT

## FROM EA4/MD-052 - Cerro del Castillo (1341 msnm) [4 pts] grid: IN70xq
SUMMIT REF	FORWARD	BACK	FREQUENCY	DISTANCE & ACTIVATOR(S)
EA1/AT-186	-31.65	146.8	144.575 MHz	357.02 km  EA1FNT
EA1/BU-002	20.53	-158.95	145.475 MHz	183.62 km  EB2FDT
EA1/BU-004	28.17	-151.19	145.425 MHz	168.79 km  EB1ESK
EA1/BU-007	19.46	-160.07	145.325 MHz	174.9 km  EA1FWZ
EA1/BU-096	26.69	-152.37	144.620 MHz	257.83 km  EA2CON
EA1/CT-036	-11.7	167.85	144.560 MHz	274.06 km  EA2FHK
EA1/LR-004	26.96	-152.35	Cumbre en duda MHz	188.47 km  EA4IS
EA1/OU-001	-52.71	125.45	145.225,144.225 MHz	288.23 km  EA1FTW
EA1/PO-022	-61.63	115.26	145.350 MHz	436.75 km  EA1FMJ
EA1/SG-001	17.64	-162.32	145.300 MHz	17.11 km  EA4DON EA4DOS
EA1/SG-003	25.03	-154.86	144.540 MHz	33.94 km  EA4IPO
EA1/SG-005	-8.22	171.77	145.275,144.275 MHz	8.8 km  EA9ADD
EA1/SG-010	-48.05	131.87	145.325,144 MHz	14.66 km  EA4HCF EA4HOH EA1FMQ
EA1/SG-017	-97.11	82.8	144.660 MHz	12.17 km  EA4HFO EA4GVU
EA1/SO-003	55.58	-122.99	145.500 MHz	217.41 km  EA2ETB
EA1/SO-026	69.85	-109.15	144.640 MHz	137.08 km  EA7RX
EA1/ZA-002	-50.65	127.7	145.250,144.250 MHz	265.82 km  EA1AER EA1FLU EA1FWI
EA2/BI-009	22.39	-156.66	144.700 MHz	304.28 km  EA2DCA
EA2/HU-093	61.13	-115.92	144.760 MHz	417.77 km  EA4BQG
EA2/NV-003	43.6	-134.39	145.400 MHz	356.22 km  EA2EUS
EA2/NV-032	33.64	-144.99	144.680 MHz	302.48 km  EA2BD
EA2/NV-035	37.53	-140.74	144.720 MHz	346.87 km  EA2FDI
EA2/NV-148	38.21	-140.4	144.575 MHz	278.11 km  EA2CCG
EA2/VI-016	23.71	-155.34	144.580 MHz	288.98 km  EA2DXY
EA2/ZG-001	55.88	-122.68	145.450 MHz	218.66 km  EA2FED EA2FEG
EA3/BC-006	69.78	-106.38	145.350,144.350 MHz	510.26 km  EA3GRW
EA3/GI-014	69.33	-106.54	144.780 MHz	548.59 km  EA3O
EA3/LL-041	68.61	-107.72	144.775 MHz	491.1 km  EA3JHJ
EA3/LL-050	68.08	-108.76	144.700 MHz	426.81 km  EA3HIG
EA3/LL-051	68.92	-107.8	145.250 MHz	439.7 km  EA3IXK
EA3/TA-012	86.85	-90.3	144.680 MHz	368.42 km  EA3HQR EA3IQK
EA4/GU-002	42.27	-137.37	145.550,144.550 MHz	67.81 km  EA4HGT
EA4/GU-014	42.41	-137.19	145.400 MHz	77.35 km  EA4HIH
EA4/GU-050	57.22	-122.15	144.740 MHz	95.58 km  EA4AWF
EA4/GU-062	77.62	-101.25	144.720 MHz	148.38 km  EA4WT
EA4/MD-002	33.71	-146.23	145.525,144.525 MHz	12.85 km  EA4NB
EA4/MD-025	64.52	-115.13	145.225 MHz	50.14 km  EA4IIJ EA4GGU
EA4/MD-052	180.0	0.0	144.520 MHz	0.0 km  EA4HNZ
EA4/MD-054	54.37	-125.41	144.560 MHz	35.0 km  EA4GUO
EA5/AT-010	127.77	-50.01	144.640 MHz	383.47 km  EA5ITW
EA5/AT-017	122.39	-55.07	144.620 MHz	408.39 km  EA5JTS
EA5/AT-020	122.11	-55.41	144.660 MHz	397.05 km  EA5JYX
EA5/MU-021	141.04	-37.31	144.780 MHz	362.38 km  EA5PY
EA6/MA-077	95.75	-79.63	145.225,144.225 MHz	612.33 km  EA6EE EA6APL EA6LU
EA7/GR-002	171.84	-7.75	145.250,144.250 MHz	408.81 km  EA7KUG EA7KNC EA7GV
EA7/JA-010	176.41	-3.44	145.350,144.350 MHz	341.79 km  EA7OM EA7JV
EA7/MA-013	-173.55	6.12	145.475 MHz	417.83 km  EC7ZT

## FROM EA4/MD-054 - Peña Negra (1835 msnm) [8 pts] grid: IN80dv
SUMMIT REF	FORWARD	BACK	FREQUENCY	DISTANCE & ACTIVATOR(S)
EA1/AT-186	-37.04	141.18	144.575 MHz	356.3 km  EA1FNT
EA1/BU-002	13.56	-166.14	145.475 MHz	155.78 km  EB2FDT
EA1/BU-004	21.98	-157.61	145.425 MHz	138.26 km  EB1ESK
EA1/BU-007	11.88	-167.88	145.325 MHz	147.57 km  EA1FWZ
EA1/BU-096	22.81	-156.47	144.620 MHz	227.42 km  EA2CON
EA1/CT-036	-18.49	160.83	144.560 MHz	261.82 km  EA2FHK
EA1/LR-004	21.34	-158.19	Cumbre en duda MHz	158.22 km  EA4IS
EA1/OU-001	-58.88	119.05	145.225,144.225 MHz	300.38 km  EA1FTW
EA1/PO-022	-65.39	111.28	145.350 MHz	453.19 km  EA1FMJ
EA1/SG-001	-99.74	80.08	145.300 MHz	23.61 km  EA4DON EA4DOS
EA1/SG-003	-53.44	126.45	144.540 MHz	17.49 km  EA4IPO
EA1/SG-005	-111.25	68.52	145.275,144.275 MHz	31.92 km  EA9ADD
EA1/SG-010	-104.84	74.86	145.325,144 MHz	40.75 km  EA4HCF EA4HOH EA1FMQ
EA1/SG-017	-118.16	61.52	144.660 MHz	46.05 km  EA4HFO EA4GVU
EA1/SO-003	56.04	-122.76	145.500 MHz	182.43 km  EA2ETB
EA1/SO-026	75.23	-103.98	144.640 MHz	103.77 km  EA7RX
EA1/ZA-002	-57.44	120.69	145.250,144.250 MHz	276.96 km  EA1AER EA1FLU EA1FWI
EA2/BI-009	18.75	-160.52	144.700 MHz	275.22 km  EA2DCA
EA2/HU-093	61.97	-115.3	144.760 MHz	383.04 km  EA4BQG
EA2/NV-003	42.65	-135.56	145.400 MHz	321.9 km  EA2EUS
EA2/NV-032	31.24	-147.62	144.680 MHz	270.04 km  EA2BD
EA2/NV-035	35.9	-142.59	144.720 MHz	313.54 km  EA2FDI
EA2/NV-148	36.15	-142.68	144.575 MHz	244.69 km  EA2CCG
EA2/VI-016	19.99	-159.28	144.580 MHz	259.49 km  EA2DXY
EA2/ZG-001	56.39	-122.39	145.450 MHz	183.68 km  EA2FED EA2FEG
EA3/BC-006	71.12	-105.26	145.350,144.350 MHz	476.61 km  EA3GRW
EA3/GI-014	70.56	-105.53	144.780 MHz	514.86 km  EA3O
EA3/LL-041	69.91	-106.64	144.775 MHz	457.26 km  EA3JHJ
EA3/LL-050	69.51	-107.55	144.700 MHz	392.9 km  EA3HIG
EA3/LL-051	70.38	-106.56	145.250 MHz	405.92 km  EA3IXK
EA3/TA-012	90.24	-87.13	144.680 MHz	339.42 km  EA3HQR EA3IQK
EA4/GU-002	30.17	-149.69	145.550,144.550 MHz	34.39 km  EA4HGT
EA4/GU-014	33.08	-146.74	145.400 MHz	43.72 km  EA4HIH
EA4/GU-050	59.09	-120.5	144.740 MHz	60.66 km  EA4AWF
EA4/GU-062	84.62	-94.47	144.720 MHz	117.05 km  EA4WT
EA4/MD-002	-114.25	65.58	145.525,144.525 MHz	23.42 km  EA4NB
EA4/MD-025	86.2	-93.67	145.225 MHz	16.87 km  EA4IIJ EA4GGU
EA4/MD-052	-125.41	54.37	144.520 MHz	35.0 km  EA4HNZ
EA4/MD-054	180.0	0.0	144.560 MHz	0.0 km  EA4GUO
EA5/AT-010	133.11	-44.88	144.640 MHz	374.97 km  EA5ITW
EA5/AT-017	127.3	-50.38	144.620 MHz	396.62 km  EA5JTS
EA5/AT-020	127.15	-50.59	144.660 MHz	385.16 km  EA5JYX
EA5/MU-021	146.79	-31.77	144.780 MHz	362.04 km  EA5PY
EA6/MA-077	98.22	-77.37	145.225,144.225 MHz	586.53 km  EA6EE EA6APL EA6LU
EA7/GR-002	176.24	-3.57	145.250,144.250 MHz	426.09 km  EA7KUG EA7KNC EA7GV
EA7/JA-010	-178.67	1.27	145.350,144.350 MHz	361.58 km  EA7OM EA7JV
EA7/MA-013	-169.97	9.49	145.475 MHz	442.04 km  EC7ZT

## FROM EA5/AT-010 - Penya de Migjorn (1226 msnm) [4 pts] grid: IM98rm
SUMMIT REF	FORWARD	BACK	FREQUENCY	DISTANCE & ACTIVATOR(S)
EA1/AT-186	-40.08	136.12	144.575 MHz	728.58 km  EA1FNT
EA1/BU-002	-28.17	150.08	145.475 MHz	471.66 km  EB2FDT
EA1/BU-004	-27.98	150.39	145.425 MHz	443.95 km  EB1ESK
EA1/BU-007	-29.25	148.95	145.325 MHz	468.77 km  EA1FWZ
EA1/BU-096	-19.69	158.97	144.620 MHz	501.45 km  EA2CON
EA1/CT-036	-33.24	144.04	144.560 MHz	617.95 km  EA2FHK
EA1/LR-004	-26.15	152.27	Cumbre en duda MHz	457.84 km  EA4IS
EA1/OU-001	-50.22	125.72	145.225,144.225 MHz	671.7 km  EA1FTW
EA1/PO-022	-55.03	119.67	145.350 MHz	817.47 km  EA1FMJ
EA1/SG-001	-47.65	130.17	145.300 MHz	389.69 km  EA4DON EA4DOS
EA1/SG-003	-45.17	132.71	144.540 MHz	392.35 km  EA4IPO
EA1/SG-005	-49.12	128.66	145.275,144.275 MHz	389.85 km  EA9ADD
EA1/SG-010	-49.86	127.84	145.325,144 MHz	398.1 km  EA4HCF EA4HOH EA1FMQ
EA1/SG-017	-51.27	126.42	144.660 MHz	392.19 km  EA4HFO EA4GVU
EA1/SO-003	-16.85	162.3	145.500 MHz	378.48 km  EA2ETB
EA1/SO-026	-29.51	149.25	144.640 MHz	331.64 km  EA7RX
EA1/ZA-002	-49.37	126.77	145.250,144.250 MHz	649.24 km  EA1AER EA1FLU EA1FWI
EA2/BI-009	-17.68	160.98	144.700 MHz	549.02 km  EA2DCA
EA2/HU-093	10.45	-168.92	144.760 MHz	440.85 km  EA4BQG
EA2/NV-003	-4.39	175.31	145.400 MHz	496.04 km  EA2EUS
EA2/NV-032	-13.31	165.76	144.680 MHz	505.1 km  EA2BD
EA2/NV-035	-7.95	171.48	144.720 MHz	518.02 km  EA2FDI
EA2/NV-148	-13.88	165.22	144.575 MHz	471.87 km  EA2CCG
EA2/VI-016	-18.27	160.39	144.580 MHz	533.19 km  EA2DXY
EA2/ZG-001	-16.62	162.54	145.450 MHz	377.72 km  EA2FED EA2FEG
EA3/BC-006	25.42	-153.08	145.350,144.350 MHz	446.92 km  EA3GRW
EA3/GI-014	28.42	-149.79	144.780 MHz	476.97 km  EA3O
EA3/LL-041	22.71	-155.96	144.775 MHz	441.5 km  EA3JHJ
EA3/LL-050	15.52	-163.63	144.700 MHz	404.78 km  EA3HIG
EA3/LL-051	17.52	-161.52	145.250 MHz	407.14 km  EA3IXK
EA3/TA-012	16.49	-162.95	144.680 MHz	263.06 km  EA3HQR EA3IQK
EA4/GU-002	-39.87	138.25	145.550,144.550 MHz	384.14 km  EA4HGT
EA4/GU-014	-38.46	139.71	145.400 MHz	385.0 km  EA4HIH
EA4/GU-050	-35.63	142.75	144.740 MHz	362.99 km  EA4AWF
EA4/GU-062	-28.45	150.43	144.720 MHz	310.04 km  EA4WT
EA4/MD-002	-48.1	129.73	145.525,144.525 MHz	384.59 km  EA4NB
EA4/MD-025	-42.94	135.18	145.225 MHz	363.66 km  EA4IIJ EA4GGU
EA4/MD-052	-50.01	127.77	144.520 MHz	383.47 km  EA4HNZ
EA4/MD-054	-44.88	133.11	144.560 MHz	374.97 km  EA4GUO
EA5/AT-010	180.0	0.0	144.640 MHz	0.0 km  EA5ITW
EA5/AT-017	71.17	-108.53	144.620 MHz	44.67 km  EA5JTS
EA5/AT-020	56.58	-123.18	144.660 MHz	40.8 km  EA5JYX
EA5/MU-021	-119.72	59.73	144.780 MHz	88.66 km  EA5PY
EA6/MA-077	62.74	-114.94	145.225,144.225 MHz	351.69 km  EA6EE EA6APL EA6LU
EA7/GR-002	-122.54	55.73	145.250,144.250 MHz	298.03 km  EA7KUG EA7KNC EA7GV
EA7/JA-010	-108.48	69.53	145.350,144.350 MHz	300.96 km  EA7OM EA7JV
EA7/MA-013	-115.09	62.46	145.475 MHz	393.58 km  EC7ZT

## FROM EA5/AT-017 - Bèrnia (1126 msnm) [4 pts] grid: IM98xp
SUMMIT REF	FORWARD	BACK	FREQUENCY	DISTANCE & ACTIVATOR(S)
EA1/AT-186	-42.96	132.91	144.575 MHz	745.92 km  EA1FNT
EA1/BU-002	-33.11	144.82	145.475 MHz	480.93 km  EB2FDT
EA1/BU-004	-33.25	144.8	145.425 MHz	453.2 km  EB1ESK
EA1/BU-007	-34.2	143.68	145.325 MHz	478.87 km  EA1FWZ
EA1/BU-096	-24.46	153.88	144.620 MHz	504.1 km  EA2CON
EA1/CT-036	-36.86	140.1	144.560 MHz	630.54 km  EA2FHK
EA1/LR-004	-31.29	146.81	Cumbre en duda MHz	465.64 km  EA4IS
EA1/OU-001	-53.05	122.57	145.225,144.225 MHz	696.0 km  EA1FTW
EA1/PO-022	-57.16	117.21	145.350 MHz	844.62 km  EA1FMJ
EA1/SG-001	-52.78	124.73	145.300 MHz	413.08 km  EA4DON EA4DOS
EA1/SG-003	-50.41	127.16	144.540 MHz	414.11 km  EA4IPO
EA1/SG-005	-54.15	123.31	145.275,144.275 MHz	414.17 km  EA9ADD
EA1/SG-010	-54.74	122.64	145.325,144 MHz	422.86 km  EA4HCF EA4HOH EA1FMQ
EA1/SG-017	-56.14	121.24	144.660 MHz	417.85 km  EA4HFO EA4GVU
EA1/SO-003	-23.29	155.54	145.500 MHz	379.57 km  EA2ETB
EA1/SO-026	-36.55	141.89	144.640 MHz	342.74 km  EA7RX
EA1/ZA-002	-52.33	123.48	145.250,144.250 MHz	673.03 km  EA1AER EA1FLU EA1FWI
EA2/BI-009	-22.03	156.31	144.700 MHz	549.94 km  EA2DCA
EA2/HU-093	5.45	-174.24	144.760 MHz	420.8 km  EA4BQG
EA2/NV-003	-9.18	170.2	145.400 MHz	486.82 km  EA2EUS
EA2/NV-032	-18.07	160.68	144.680 MHz	502.76 km  EA2BD
EA2/NV-035	-12.55	166.55	144.720 MHz	511.46 km  EA2FDI
EA2/NV-148	-19.0	159.79	144.575 MHz	470.12 km  EA2CCG
